"","participant","exp","language","step_cont","response","l1","l2","step_std"
"23112","5fc58e33547d7a109d04a2b4","stops","spanish",-25,0,"Spanish","English",-1.54382751805776
"23113","5fc58e33547d7a109d04a2b4","stops","spanish",5,1,"Spanish","English",-0.104403540640822
"23114","5fc58e33547d7a109d04a2b4","stops","spanish",20,0,"Spanish","English",0.615308448067646
"23115","5fc58e33547d7a109d04a2b4","stops","spanish",30,1,"Spanish","English",1.09511644053996
"23116","5fc58e33547d7a109d04a2b4","stops","spanish",25,0,"Spanish","English",0.855212444303801
"23117","5fc58e33547d7a109d04a2b4","stops","spanish",35,1,"Spanish","English",1.33502043677611
"23118","5fc58e33547d7a109d04a2b4","stops","spanish",15,1,"Spanish","English",0.37540445183149
"23119","5fc58e33547d7a109d04a2b4","stops","spanish",-30,0,"Spanish","English",-1.78373151429391
"23120","5fc58e33547d7a109d04a2b4","stops","spanish",-35,0,"Spanish","English",-2.02363551053007
"23121","5fc58e33547d7a109d04a2b4","stops","spanish",45,1,"Spanish","English",1.81482842924842
"23122","5fc58e33547d7a109d04a2b4","stops","spanish",-15,0,"Spanish","English",-1.06401952558544
"23123","5fc58e33547d7a109d04a2b4","stops","spanish",50,1,"Spanish","English",2.05473242548458
"23124","5fc58e33547d7a109d04a2b4","stops","spanish",-10,0,"Spanish","English",-0.824115529349289
"23125","5fc58e33547d7a109d04a2b4","stops","spanish",-20,0,"Spanish","English",-1.3039235218216
"23126","5fc58e33547d7a109d04a2b4","stops","spanish",10,1,"Spanish","English",0.135500455595334
"23127","5fc58e33547d7a109d04a2b4","stops","spanish",5,1,"Spanish","English",-0.104403540640822
"23128","5fc58e33547d7a109d04a2b4","stops","spanish",-5,0,"Spanish","English",-0.584211533113133
"23129","5fc58e33547d7a109d04a2b4","stops","spanish",45,1,"Spanish","English",1.81482842924842
"23130","5fc58e33547d7a109d04a2b4","stops","spanish",-25,0,"Spanish","English",-1.54382751805776
"23131","5fc58e33547d7a109d04a2b4","stops","spanish",50,0,"Spanish","English",2.05473242548458
"23132","5fc58e33547d7a109d04a2b4","stops","spanish",-30,0,"Spanish","English",-1.78373151429391
"23133","5fc58e33547d7a109d04a2b4","stops","spanish",-15,0,"Spanish","English",-1.06401952558544
"23134","5fc58e33547d7a109d04a2b4","stops","spanish",30,0,"Spanish","English",1.09511644053996
"23135","5fc58e33547d7a109d04a2b4","stops","spanish",10,1,"Spanish","English",0.135500455595334
"23136","5fc58e33547d7a109d04a2b4","stops","spanish",15,1,"Spanish","English",0.37540445183149
"23137","5fc58e33547d7a109d04a2b4","stops","spanish",35,1,"Spanish","English",1.33502043677611
"23138","5fc58e33547d7a109d04a2b4","stops","spanish",-35,0,"Spanish","English",-2.02363551053007
"23139","5fc58e33547d7a109d04a2b4","stops","spanish",40,1,"Spanish","English",1.57492443301227
"23140","5fc58e33547d7a109d04a2b4","stops","spanish",-20,0,"Spanish","English",-1.3039235218216
"23141","5fc58e33547d7a109d04a2b4","stops","spanish",25,1,"Spanish","English",0.855212444303801
"23142","5fc58e33547d7a109d04a2b4","stops","spanish",20,0,"Spanish","English",0.615308448067646
"23143","5fc58e33547d7a109d04a2b4","stops","spanish",-10,0,"Spanish","English",-0.824115529349289
"23144","5fc58e33547d7a109d04a2b4","stops","spanish",5,1,"Spanish","English",-0.104403540640822
"23145","5fc58e33547d7a109d04a2b4","stops","spanish",-10,0,"Spanish","English",-0.824115529349289
"23146","5fc58e33547d7a109d04a2b4","stops","spanish",40,1,"Spanish","English",1.57492443301227
"23147","5fc58e33547d7a109d04a2b4","stops","spanish",15,1,"Spanish","English",0.37540445183149
"23148","5fc58e33547d7a109d04a2b4","stops","spanish",45,1,"Spanish","English",1.81482842924842
"23149","5fc58e33547d7a109d04a2b4","stops","spanish",35,0,"Spanish","English",1.33502043677611
"23150","5fc58e33547d7a109d04a2b4","stops","spanish",50,0,"Spanish","English",2.05473242548458
"23151","5fc58e33547d7a109d04a2b4","stops","spanish",-15,0,"Spanish","English",-1.06401952558544
"23152","5fc58e33547d7a109d04a2b4","stops","spanish",10,1,"Spanish","English",0.135500455595334
"23153","5fc58e33547d7a109d04a2b4","stops","spanish",-20,0,"Spanish","English",-1.3039235218216
"23154","5fc58e33547d7a109d04a2b4","stops","spanish",20,1,"Spanish","English",0.615308448067646
"23155","5fc58e33547d7a109d04a2b4","stops","spanish",-25,0,"Spanish","English",-1.54382751805776
"23156","5fc58e33547d7a109d04a2b4","stops","spanish",-35,0,"Spanish","English",-2.02363551053007
"23157","5fc58e33547d7a109d04a2b4","stops","spanish",25,0,"Spanish","English",0.855212444303801
"23158","5fc58e33547d7a109d04a2b4","stops","spanish",30,1,"Spanish","English",1.09511644053996
"23159","5fc58e33547d7a109d04a2b4","stops","spanish",-5,0,"Spanish","English",-0.584211533113133
"23160","5fc58e33547d7a109d04a2b4","stops","spanish",-30,0,"Spanish","English",-1.78373151429391
"23161","5fc679e8b4c6de107d3ba8f5","vowels","spanish",6,1,"English","Spanish",-0.0564227413935904
"23162","5fc679e8b4c6de107d3ba8f5","vowels","spanish",5,1,"English","Spanish",-0.104403540640822
"23163","5fc679e8b4c6de107d3ba8f5","vowels","spanish",10,1,"English","Spanish",0.135500455595334
"23164","5fc679e8b4c6de107d3ba8f5","vowels","spanish",3,0,"English","Spanish",-0.200365139135284
"23165","5fc679e8b4c6de107d3ba8f5","vowels","spanish",11,1,"English","Spanish",0.183481254842565
"23166","5fc679e8b4c6de107d3ba8f5","vowels","spanish",4,0,"English","Spanish",-0.152384339888053
"23167","5fc679e8b4c6de107d3ba8f5","vowels","spanish",8,1,"English","Spanish",0.0395388571008718
"23168","5fc679e8b4c6de107d3ba8f5","vowels","spanish",9,1,"English","Spanish",0.087519656348103
"23169","5fc679e8b4c6de107d3ba8f5","vowels","spanish",2,0,"English","Spanish",-0.248345938382515
"23170","5fc679e8b4c6de107d3ba8f5","vowels","spanish",1,0,"English","Spanish",-0.296326737629746
"23171","5fc679e8b4c6de107d3ba8f5","vowels","spanish",7,1,"English","Spanish",-0.0084419421463593
"23172","5fc679e8b4c6de107d3ba8f5","vowels","spanish",7,1,"English","Spanish",-0.0084419421463593
"23173","5fc679e8b4c6de107d3ba8f5","vowels","spanish",10,1,"English","Spanish",0.135500455595334
"23174","5fc679e8b4c6de107d3ba8f5","vowels","spanish",11,1,"English","Spanish",0.183481254842565
"23175","5fc679e8b4c6de107d3ba8f5","vowels","spanish",5,1,"English","Spanish",-0.104403540640822
"23176","5fc679e8b4c6de107d3ba8f5","vowels","spanish",2,0,"English","Spanish",-0.248345938382515
"23177","5fc679e8b4c6de107d3ba8f5","vowels","spanish",6,1,"English","Spanish",-0.0564227413935904
"23178","5fc679e8b4c6de107d3ba8f5","vowels","spanish",1,0,"English","Spanish",-0.296326737629746
"23179","5fc679e8b4c6de107d3ba8f5","vowels","spanish",4,0,"English","Spanish",-0.152384339888053
"23180","5fc679e8b4c6de107d3ba8f5","vowels","spanish",8,1,"English","Spanish",0.0395388571008718
"23181","5fc679e8b4c6de107d3ba8f5","vowels","spanish",3,0,"English","Spanish",-0.200365139135284
"23182","5fc679e8b4c6de107d3ba8f5","vowels","spanish",9,1,"English","Spanish",0.087519656348103
"23183","5fc679e8b4c6de107d3ba8f5","vowels","spanish",3,0,"English","Spanish",-0.200365139135284
"23184","5fc679e8b4c6de107d3ba8f5","vowels","spanish",6,1,"English","Spanish",-0.0564227413935904
"23185","5fc679e8b4c6de107d3ba8f5","vowels","spanish",9,1,"English","Spanish",0.087519656348103
"23186","5fc679e8b4c6de107d3ba8f5","vowels","spanish",2,0,"English","Spanish",-0.248345938382515
"23187","5fc679e8b4c6de107d3ba8f5","vowels","spanish",4,0,"English","Spanish",-0.152384339888053
"23188","5fc679e8b4c6de107d3ba8f5","vowels","spanish",7,1,"English","Spanish",-0.0084419421463593
"23189","5fc679e8b4c6de107d3ba8f5","vowels","spanish",11,1,"English","Spanish",0.183481254842565
"23190","5fc679e8b4c6de107d3ba8f5","vowels","spanish",5,1,"English","Spanish",-0.104403540640822
"23191","5fc679e8b4c6de107d3ba8f5","vowels","spanish",8,1,"English","Spanish",0.0395388571008718
"23192","5fc679e8b4c6de107d3ba8f5","vowels","spanish",10,1,"English","Spanish",0.135500455595334
"23193","5fc679e8b4c6de107d3ba8f5","vowels","spanish",1,0,"English","Spanish",-0.296326737629746
"23194","5fc679e8b4c6de107d3ba8f5","vowels","spanish",8,1,"English","Spanish",0.0395388571008718
"23195","5fc679e8b4c6de107d3ba8f5","vowels","spanish",3,0,"English","Spanish",-0.200365139135284
"23196","5fc679e8b4c6de107d3ba8f5","vowels","spanish",5,1,"English","Spanish",-0.104403540640822
"23197","5fc679e8b4c6de107d3ba8f5","vowels","spanish",7,1,"English","Spanish",-0.0084419421463593
"23198","5fc679e8b4c6de107d3ba8f5","vowels","spanish",2,0,"English","Spanish",-0.248345938382515
"23199","5fc679e8b4c6de107d3ba8f5","vowels","spanish",1,0,"English","Spanish",-0.296326737629746
"23200","5fc679e8b4c6de107d3ba8f5","vowels","spanish",4,0,"English","Spanish",-0.152384339888053
"23201","5fc679e8b4c6de107d3ba8f5","vowels","spanish",11,1,"English","Spanish",0.183481254842565
"23202","5fc679e8b4c6de107d3ba8f5","vowels","spanish",10,1,"English","Spanish",0.135500455595334
"23203","5fc679e8b4c6de107d3ba8f5","vowels","spanish",9,1,"English","Spanish",0.087519656348103
"23204","5fc679e8b4c6de107d3ba8f5","vowels","spanish",6,1,"English","Spanish",-0.0564227413935904
"23205","5fc679e8b4c6de107d3ba8f5","vowels","spanish",3,0,"English","Spanish",-0.200365139135284
"23206","5fc679e8b4c6de107d3ba8f5","vowels","spanish",7,1,"English","Spanish",-0.0084419421463593
"23207","5fc679e8b4c6de107d3ba8f5","vowels","spanish",11,1,"English","Spanish",0.183481254842565
"23208","5fc679e8b4c6de107d3ba8f5","vowels","spanish",1,0,"English","Spanish",-0.296326737629746
"23209","5fc679e8b4c6de107d3ba8f5","vowels","spanish",6,1,"English","Spanish",-0.0564227413935904
"23210","5fc679e8b4c6de107d3ba8f5","vowels","spanish",10,1,"English","Spanish",0.135500455595334
"23211","5fc679e8b4c6de107d3ba8f5","vowels","spanish",8,1,"English","Spanish",0.0395388571008718
"23212","5fc679e8b4c6de107d3ba8f5","vowels","spanish",2,0,"English","Spanish",-0.248345938382515
"23213","5fc679e8b4c6de107d3ba8f5","vowels","spanish",9,1,"English","Spanish",0.087519656348103
"23214","5fc679e8b4c6de107d3ba8f5","vowels","spanish",4,0,"English","Spanish",-0.152384339888053
"23215","5fc679e8b4c6de107d3ba8f5","vowels","spanish",5,0,"English","Spanish",-0.104403540640822
"23216","5fc679e8b4c6de107d3ba8f5","stops","spanish",35,1,"English","Spanish",1.33502043677611
"23217","5fc679e8b4c6de107d3ba8f5","stops","spanish",-15,0,"English","Spanish",-1.06401952558544
"23218","5fc679e8b4c6de107d3ba8f5","stops","spanish",15,1,"English","Spanish",0.37540445183149
"23219","5fc679e8b4c6de107d3ba8f5","stops","spanish",10,1,"English","Spanish",0.135500455595334
"23220","5fc679e8b4c6de107d3ba8f5","stops","spanish",-5,1,"English","Spanish",-0.584211533113133
"23221","5fc679e8b4c6de107d3ba8f5","stops","spanish",-35,0,"English","Spanish",-2.02363551053007
"23222","5fc679e8b4c6de107d3ba8f5","stops","spanish",-10,0,"English","Spanish",-0.824115529349289
"23223","5fc679e8b4c6de107d3ba8f5","stops","spanish",-25,0,"English","Spanish",-1.54382751805776
"23224","5fc679e8b4c6de107d3ba8f5","stops","spanish",-20,0,"English","Spanish",-1.3039235218216
"23225","5fc679e8b4c6de107d3ba8f5","stops","spanish",40,1,"English","Spanish",1.57492443301227
"23226","5fc679e8b4c6de107d3ba8f5","stops","spanish",5,0,"English","Spanish",-0.104403540640822
"23227","5fc679e8b4c6de107d3ba8f5","stops","spanish",20,1,"English","Spanish",0.615308448067646
"23228","5fc679e8b4c6de107d3ba8f5","stops","spanish",-30,0,"English","Spanish",-1.78373151429391
"23229","5fc679e8b4c6de107d3ba8f5","stops","spanish",25,0,"English","Spanish",0.855212444303801
"23230","5fc679e8b4c6de107d3ba8f5","stops","spanish",50,1,"English","Spanish",2.05473242548458
"23231","5fc679e8b4c6de107d3ba8f5","stops","spanish",30,1,"English","Spanish",1.09511644053996
"23232","5fc679e8b4c6de107d3ba8f5","stops","spanish",45,1,"English","Spanish",1.81482842924842
"23233","5fc679e8b4c6de107d3ba8f5","stops","spanish",40,1,"English","Spanish",1.57492443301227
"23234","5fc679e8b4c6de107d3ba8f5","stops","spanish",-35,0,"English","Spanish",-2.02363551053007
"23235","5fc679e8b4c6de107d3ba8f5","stops","spanish",-30,0,"English","Spanish",-1.78373151429391
"23236","5fc679e8b4c6de107d3ba8f5","stops","spanish",5,0,"English","Spanish",-0.104403540640822
"23237","5fc679e8b4c6de107d3ba8f5","stops","spanish",20,0,"English","Spanish",0.615308448067646
"23238","5fc679e8b4c6de107d3ba8f5","stops","spanish",35,1,"English","Spanish",1.33502043677611
"23239","5fc679e8b4c6de107d3ba8f5","stops","spanish",-20,0,"English","Spanish",-1.3039235218216
"23240","5fc679e8b4c6de107d3ba8f5","stops","spanish",-15,0,"English","Spanish",-1.06401952558544
"23241","5fc679e8b4c6de107d3ba8f5","stops","spanish",30,1,"English","Spanish",1.09511644053996
"23242","5fc679e8b4c6de107d3ba8f5","stops","spanish",25,1,"English","Spanish",0.855212444303801
"23243","5fc679e8b4c6de107d3ba8f5","stops","spanish",10,0,"English","Spanish",0.135500455595334
"23244","5fc679e8b4c6de107d3ba8f5","stops","spanish",50,1,"English","Spanish",2.05473242548458
"23245","5fc679e8b4c6de107d3ba8f5","stops","spanish",-5,0,"English","Spanish",-0.584211533113133
"23246","5fc679e8b4c6de107d3ba8f5","stops","spanish",15,1,"English","Spanish",0.37540445183149
"23247","5fc679e8b4c6de107d3ba8f5","stops","spanish",-25,0,"English","Spanish",-1.54382751805776
"23248","5fc679e8b4c6de107d3ba8f5","stops","spanish",-10,0,"English","Spanish",-0.824115529349289
"23249","5fc679e8b4c6de107d3ba8f5","stops","spanish",45,1,"English","Spanish",1.81482842924842
"23250","5fc679e8b4c6de107d3ba8f5","stops","spanish",-25,0,"English","Spanish",-1.54382751805776
"23251","5fc679e8b4c6de107d3ba8f5","stops","spanish",-10,0,"English","Spanish",-0.824115529349289
"23252","5fc679e8b4c6de107d3ba8f5","stops","spanish",35,1,"English","Spanish",1.33502043677611
"23253","5fc679e8b4c6de107d3ba8f5","stops","spanish",-35,0,"English","Spanish",-2.02363551053007
"23254","5fc679e8b4c6de107d3ba8f5","stops","spanish",15,1,"English","Spanish",0.37540445183149
"23255","5fc679e8b4c6de107d3ba8f5","stops","spanish",-5,0,"English","Spanish",-0.584211533113133
"23256","5fc679e8b4c6de107d3ba8f5","stops","spanish",45,1,"English","Spanish",1.81482842924842
"23257","5fc679e8b4c6de107d3ba8f5","stops","spanish",30,1,"English","Spanish",1.09511644053996
"23258","5fc679e8b4c6de107d3ba8f5","stops","spanish",-15,0,"English","Spanish",-1.06401952558544
"23259","5fc679e8b4c6de107d3ba8f5","stops","spanish",25,1,"English","Spanish",0.855212444303801
"23260","5fc679e8b4c6de107d3ba8f5","stops","spanish",40,1,"English","Spanish",1.57492443301227
"23261","5fc679e8b4c6de107d3ba8f5","stops","spanish",-20,0,"English","Spanish",-1.3039235218216
"23262","5fc679e8b4c6de107d3ba8f5","stops","spanish",-30,0,"English","Spanish",-1.78373151429391
"23263","5fc679e8b4c6de107d3ba8f5","stops","spanish",20,1,"English","Spanish",0.615308448067646
"23264","5fc679e8b4c6de107d3ba8f5","stops","spanish",5,1,"English","Spanish",-0.104403540640822
"23265","5fc679e8b4c6de107d3ba8f5","stops","spanish",10,1,"English","Spanish",0.135500455595334
"23266","5fc679e8b4c6de107d3ba8f5","stops","spanish",50,1,"English","Spanish",2.05473242548458
"23267","5fc679e8b4c6de107d3ba8f5","stops","spanish",-25,0,"English","Spanish",-1.54382751805776
"23268","5fc679e8b4c6de107d3ba8f5","stops","spanish",5,1,"English","Spanish",-0.104403540640822
"23269","5fc679e8b4c6de107d3ba8f5","stops","spanish",-5,0,"English","Spanish",-0.584211533113133
"23270","5fc679e8b4c6de107d3ba8f5","stops","spanish",-15,0,"English","Spanish",-1.06401952558544
"23271","5fc679e8b4c6de107d3ba8f5","stops","spanish",15,1,"English","Spanish",0.37540445183149
"23272","5fc679e8b4c6de107d3ba8f5","stops","spanish",25,1,"English","Spanish",0.855212444303801
"23273","5fc679e8b4c6de107d3ba8f5","stops","spanish",35,1,"English","Spanish",1.33502043677611
"23274","5fc679e8b4c6de107d3ba8f5","stops","spanish",-10,0,"English","Spanish",-0.824115529349289
"23275","5fc679e8b4c6de107d3ba8f5","stops","spanish",10,0,"English","Spanish",0.135500455595334
"23276","5fc679e8b4c6de107d3ba8f5","stops","spanish",20,1,"English","Spanish",0.615308448067646
"23277","5fc679e8b4c6de107d3ba8f5","stops","spanish",-30,0,"English","Spanish",-1.78373151429391
"23278","5fc679e8b4c6de107d3ba8f5","stops","spanish",-35,0,"English","Spanish",-2.02363551053007
"23279","5fc679e8b4c6de107d3ba8f5","stops","spanish",45,1,"English","Spanish",1.81482842924842
"23280","5fc679e8b4c6de107d3ba8f5","stops","spanish",-20,0,"English","Spanish",-1.3039235218216
"23281","5fc679e8b4c6de107d3ba8f5","stops","spanish",50,1,"English","Spanish",2.05473242548458
"23282","5fc679e8b4c6de107d3ba8f5","stops","spanish",40,1,"English","Spanish",1.57492443301227
"23283","5fc679e8b4c6de107d3ba8f5","stops","spanish",30,1,"English","Spanish",1.09511644053996
"23284","5fc679e8b4c6de107d3ba8f5","stops","spanish",-5,0,"English","Spanish",-0.584211533113133
"23285","5fc679e8b4c6de107d3ba8f5","stops","spanish",35,1,"English","Spanish",1.33502043677611
"23286","5fc679e8b4c6de107d3ba8f5","stops","spanish",-15,0,"English","Spanish",-1.06401952558544
"23287","5fc679e8b4c6de107d3ba8f5","stops","spanish",40,1,"English","Spanish",1.57492443301227
"23288","5fc679e8b4c6de107d3ba8f5","stops","spanish",30,1,"English","Spanish",1.09511644053996
"23289","5fc679e8b4c6de107d3ba8f5","stops","spanish",-25,0,"English","Spanish",-1.54382751805776
"23290","5fc679e8b4c6de107d3ba8f5","stops","spanish",10,0,"English","Spanish",0.135500455595334
"23291","5fc679e8b4c6de107d3ba8f5","stops","spanish",-30,0,"English","Spanish",-1.78373151429391
"23292","5fc679e8b4c6de107d3ba8f5","stops","spanish",-20,0,"English","Spanish",-1.3039235218216
"23293","5fc679e8b4c6de107d3ba8f5","stops","spanish",5,0,"English","Spanish",-0.104403540640822
"23294","5fc679e8b4c6de107d3ba8f5","stops","spanish",-10,0,"English","Spanish",-0.824115529349289
"23295","5fc679e8b4c6de107d3ba8f5","stops","spanish",45,1,"English","Spanish",1.81482842924842
"23296","5fc679e8b4c6de107d3ba8f5","stops","spanish",50,1,"English","Spanish",2.05473242548458
"23297","5fc679e8b4c6de107d3ba8f5","stops","spanish",20,1,"English","Spanish",0.615308448067646
"23298","5fc679e8b4c6de107d3ba8f5","stops","spanish",-35,0,"English","Spanish",-2.02363551053007
"23299","5fc679e8b4c6de107d3ba8f5","stops","spanish",25,1,"English","Spanish",0.855212444303801
"23300","5fc679e8b4c6de107d3ba8f5","stops","spanish",15,0,"English","Spanish",0.37540445183149
"23301","5fc9b1252395584af6debd51","vowels","spanish",8,1,"Spanish","English",0.0395388571008718
"23302","5fc9b1252395584af6debd51","vowels","spanish",9,1,"Spanish","English",0.087519656348103
"23303","5fc9b1252395584af6debd51","vowels","spanish",6,1,"Spanish","English",-0.0564227413935904
"23304","5fc9b1252395584af6debd51","vowels","spanish",10,1,"Spanish","English",0.135500455595334
"23305","5fc9b1252395584af6debd51","vowels","spanish",3,0,"Spanish","English",-0.200365139135284
"23306","5fc9b1252395584af6debd51","vowels","spanish",4,0,"Spanish","English",-0.152384339888053
"23307","5fc9b1252395584af6debd51","vowels","spanish",5,0,"Spanish","English",-0.104403540640822
"23308","5fc9b1252395584af6debd51","vowels","spanish",7,0,"Spanish","English",-0.0084419421463593
"23309","5fc9b1252395584af6debd51","vowels","spanish",11,1,"Spanish","English",0.183481254842565
"23310","5fc9b1252395584af6debd51","vowels","spanish",2,0,"Spanish","English",-0.248345938382515
"23311","5fc9b1252395584af6debd51","vowels","spanish",1,0,"Spanish","English",-0.296326737629746
"23312","5fc9b1252395584af6debd51","vowels","spanish",5,0,"Spanish","English",-0.104403540640822
"23313","5fc9b1252395584af6debd51","vowels","spanish",1,0,"Spanish","English",-0.296326737629746
"23314","5fc9b1252395584af6debd51","vowels","spanish",7,1,"Spanish","English",-0.0084419421463593
"23315","5fc9b1252395584af6debd51","vowels","spanish",6,1,"Spanish","English",-0.0564227413935904
"23316","5fc9b1252395584af6debd51","vowels","spanish",2,0,"Spanish","English",-0.248345938382515
"23317","5fc9b1252395584af6debd51","vowels","spanish",3,0,"Spanish","English",-0.200365139135284
"23318","5fc9b1252395584af6debd51","vowels","spanish",10,1,"Spanish","English",0.135500455595334
"23319","5fc9b1252395584af6debd51","vowels","spanish",4,0,"Spanish","English",-0.152384339888053
"23320","5fc9b1252395584af6debd51","vowels","spanish",8,1,"Spanish","English",0.0395388571008718
"23321","5fc9b1252395584af6debd51","vowels","spanish",9,1,"Spanish","English",0.087519656348103
"23322","5fc9b1252395584af6debd51","vowels","spanish",11,1,"Spanish","English",0.183481254842565
"23323","5fc9b1252395584af6debd51","vowels","spanish",4,0,"Spanish","English",-0.152384339888053
"23324","5fc9b1252395584af6debd51","vowels","spanish",1,0,"Spanish","English",-0.296326737629746
"23325","5fc9b1252395584af6debd51","vowels","spanish",2,0,"Spanish","English",-0.248345938382515
"23326","5fc9b1252395584af6debd51","vowels","spanish",5,0,"Spanish","English",-0.104403540640822
"23327","5fc9b1252395584af6debd51","vowels","spanish",8,1,"Spanish","English",0.0395388571008718
"23328","5fc9b1252395584af6debd51","vowels","spanish",11,1,"Spanish","English",0.183481254842565
"23329","5fc9b1252395584af6debd51","vowels","spanish",6,1,"Spanish","English",-0.0564227413935904
"23330","5fc9b1252395584af6debd51","vowels","spanish",7,1,"Spanish","English",-0.0084419421463593
"23331","5fc9b1252395584af6debd51","vowels","spanish",10,1,"Spanish","English",0.135500455595334
"23332","5fc9b1252395584af6debd51","vowels","spanish",9,1,"Spanish","English",0.087519656348103
"23333","5fc9b1252395584af6debd51","vowels","spanish",3,0,"Spanish","English",-0.200365139135284
"23334","5fc9b1252395584af6debd51","vowels","spanish",4,0,"Spanish","English",-0.152384339888053
"23335","5fc9b1252395584af6debd51","vowels","spanish",8,1,"Spanish","English",0.0395388571008718
"23336","5fc9b1252395584af6debd51","vowels","spanish",5,0,"Spanish","English",-0.104403540640822
"23337","5fc9b1252395584af6debd51","vowels","spanish",9,1,"Spanish","English",0.087519656348103
"23338","5fc9b1252395584af6debd51","vowels","spanish",1,0,"Spanish","English",-0.296326737629746
"23339","5fc9b1252395584af6debd51","vowels","spanish",7,1,"Spanish","English",-0.0084419421463593
"23340","5fc9b1252395584af6debd51","vowels","spanish",11,1,"Spanish","English",0.183481254842565
"23341","5fc9b1252395584af6debd51","vowels","spanish",2,0,"Spanish","English",-0.248345938382515
"23342","5fc9b1252395584af6debd51","vowels","spanish",6,0,"Spanish","English",-0.0564227413935904
"23343","5fc9b1252395584af6debd51","vowels","spanish",3,0,"Spanish","English",-0.200365139135284
"23344","5fc9b1252395584af6debd51","vowels","spanish",10,1,"Spanish","English",0.135500455595334
"23345","5fc9b1252395584af6debd51","vowels","spanish",8,1,"Spanish","English",0.0395388571008718
"23346","5fc9b1252395584af6debd51","vowels","spanish",3,0,"Spanish","English",-0.200365139135284
"23347","5fc9b1252395584af6debd51","vowels","spanish",5,0,"Spanish","English",-0.104403540640822
"23348","5fc9b1252395584af6debd51","vowels","spanish",10,1,"Spanish","English",0.135500455595334
"23349","5fc9b1252395584af6debd51","vowels","spanish",2,0,"Spanish","English",-0.248345938382515
"23350","5fc9b1252395584af6debd51","vowels","spanish",6,0,"Spanish","English",-0.0564227413935904
"23351","5fc9b1252395584af6debd51","vowels","spanish",11,1,"Spanish","English",0.183481254842565
"23352","5fc9b1252395584af6debd51","vowels","spanish",1,0,"Spanish","English",-0.296326737629746
"23353","5fc9b1252395584af6debd51","vowels","spanish",4,0,"Spanish","English",-0.152384339888053
"23354","5fc9b1252395584af6debd51","vowels","spanish",9,1,"Spanish","English",0.087519656348103
"23355","5fc9b1252395584af6debd51","vowels","spanish",7,1,"Spanish","English",-0.0084419421463593
"23356","5fc9b1252395584af6debd51","stops","spanish",35,1,"Spanish","English",1.33502043677611
"23357","5fc9b1252395584af6debd51","stops","spanish",-5,1,"Spanish","English",-0.584211533113133
"23358","5fc9b1252395584af6debd51","stops","spanish",50,1,"Spanish","English",2.05473242548458
"23359","5fc9b1252395584af6debd51","stops","spanish",15,1,"Spanish","English",0.37540445183149
"23360","5fc9b1252395584af6debd51","stops","spanish",5,1,"Spanish","English",-0.104403540640822
"23361","5fc9b1252395584af6debd51","stops","spanish",20,1,"Spanish","English",0.615308448067646
"23362","5fc9b1252395584af6debd51","stops","spanish",-30,0,"Spanish","English",-1.78373151429391
"23363","5fc9b1252395584af6debd51","stops","spanish",-35,0,"Spanish","English",-2.02363551053007
"23364","5fc9b1252395584af6debd51","stops","spanish",-25,0,"Spanish","English",-1.54382751805776
"23365","5fc9b1252395584af6debd51","stops","spanish",-10,0,"Spanish","English",-0.824115529349289
"23366","5fc9b1252395584af6debd51","stops","spanish",25,1,"Spanish","English",0.855212444303801
"23367","5fc9b1252395584af6debd51","stops","spanish",30,1,"Spanish","English",1.09511644053996
"23368","5fc9b1252395584af6debd51","stops","spanish",40,1,"Spanish","English",1.57492443301227
"23369","5fc9b1252395584af6debd51","stops","spanish",45,1,"Spanish","English",1.81482842924842
"23370","5fc9b1252395584af6debd51","stops","spanish",-15,0,"Spanish","English",-1.06401952558544
"23371","5fc9b1252395584af6debd51","stops","spanish",10,1,"Spanish","English",0.135500455595334
"23372","5fc9b1252395584af6debd51","stops","spanish",-20,0,"Spanish","English",-1.3039235218216
"23373","5fc9b1252395584af6debd51","stops","spanish",-25,0,"Spanish","English",-1.54382751805776
"23374","5fc9b1252395584af6debd51","stops","spanish",45,1,"Spanish","English",1.81482842924842
"23375","5fc9b1252395584af6debd51","stops","spanish",40,1,"Spanish","English",1.57492443301227
"23376","5fc9b1252395584af6debd51","stops","spanish",-5,1,"Spanish","English",-0.584211533113133
"23377","5fc9b1252395584af6debd51","stops","spanish",25,1,"Spanish","English",0.855212444303801
"23378","5fc9b1252395584af6debd51","stops","spanish",-15,0,"Spanish","English",-1.06401952558544
"23379","5fc9b1252395584af6debd51","stops","spanish",5,0,"Spanish","English",-0.104403540640822
"23380","5fc9b1252395584af6debd51","stops","spanish",20,1,"Spanish","English",0.615308448067646
"23381","5fc9b1252395584af6debd51","stops","spanish",-35,0,"Spanish","English",-2.02363551053007
"23382","5fc9b1252395584af6debd51","stops","spanish",-20,0,"Spanish","English",-1.3039235218216
"23383","5fc9b1252395584af6debd51","stops","spanish",-10,0,"Spanish","English",-0.824115529349289
"23384","5fc9b1252395584af6debd51","stops","spanish",10,1,"Spanish","English",0.135500455595334
"23385","5fc9b1252395584af6debd51","stops","spanish",30,1,"Spanish","English",1.09511644053996
"23386","5fc9b1252395584af6debd51","stops","spanish",35,1,"Spanish","English",1.33502043677611
"23387","5fc9b1252395584af6debd51","stops","spanish",50,1,"Spanish","English",2.05473242548458
"23388","5fc9b1252395584af6debd51","stops","spanish",-30,0,"Spanish","English",-1.78373151429391
