2.0084 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
21.3757 	EXP 	Imported cond_2.xlsx as conditions, 17 conditions, 1 params
21.3766 	EXP 	Created sequence: random, trialTypes=17, nReps=5, seed=None
21.3794 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimuli', 'stim2/pa+20.wav')])
21.4307 	EXP 	cross_tr_2: autoDraw = True
21.8441 	EXP 	cross_tr_2: autoDraw = False
21.8943 	EXP 	pa: autoDraw = True
21.8943 	EXP 	ba: autoDraw = True
23.0365 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimuli', 'stim2/pa-30.wav')])
23.0585 	DATA 	Keypress: left
23.0613 	EXP 	cross_tr_2: autoDraw = False
23.0613 	EXP 	pa: autoDraw = False
23.0613 	EXP 	ba: autoDraw = False
23.0613 	EXP 	cross_tr_2: autoDraw = True
23.4606 	EXP 	cross_tr_2: autoDraw = False
23.5608 	EXP 	pa: autoDraw = True
23.5608 	EXP 	ba: autoDraw = True
23.8506 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimuli', 'stim2/pa-10.wav')])
23.8723 	DATA 	Keypress: right
23.8751 	EXP 	cross_tr_2: autoDraw = False
23.8751 	EXP 	pa: autoDraw = False
23.8751 	EXP 	ba: autoDraw = False
23.8751 	EXP 	cross_tr_2: autoDraw = True
24.2771 	EXP 	cross_tr_2: autoDraw = False
24.3608 	EXP 	pa: autoDraw = True
24.3608 	EXP 	ba: autoDraw = True
24.6354 	EXP 	New trial (rep=0, index=3): OrderedDict([('stimuli', 'stim2/pa+10.wav')])
24.6559 	DATA 	Keypress: left
24.6586 	EXP 	cross_tr_2: autoDraw = False
24.6586 	EXP 	pa: autoDraw = False
24.6586 	EXP 	ba: autoDraw = False
24.6586 	EXP 	cross_tr_2: autoDraw = True
25.0607 	EXP 	cross_tr_2: autoDraw = False
25.1607 	EXP 	pa: autoDraw = True
25.1607 	EXP 	ba: autoDraw = True
25.2845 	EXP 	New trial (rep=0, index=4): OrderedDict([('stimuli', 'stim2/pa+25.wav')])
25.3050 	DATA 	Keypress: right
25.3076 	EXP 	cross_tr_2: autoDraw = False
25.3076 	EXP 	pa: autoDraw = False
25.3076 	EXP 	ba: autoDraw = False
25.3076 	EXP 	cross_tr_2: autoDraw = True
25.7105 	EXP 	cross_tr_2: autoDraw = False
25.7941 	EXP 	pa: autoDraw = True
25.7941 	EXP 	ba: autoDraw = True
25.9164 	DATA 	Keypress: left
25.9338 	EXP 	New trial (rep=0, index=5): OrderedDict([('stimuli', 'stim2/pa+50.wav')])
25.9439 	EXP 	cross_tr_2: autoDraw = False
25.9439 	EXP 	pa: autoDraw = False
25.9439 	EXP 	ba: autoDraw = False
25.9439 	EXP 	cross_tr_2: autoDraw = True
26.3439 	EXP 	cross_tr_2: autoDraw = False
26.4439 	EXP 	pa: autoDraw = True
26.4439 	EXP 	ba: autoDraw = True
26.4673 	EXP 	New trial (rep=0, index=6): OrderedDict([('stimuli', 'stim2/pa+45.wav')])
26.4727 	DATA 	Keypress: right
26.4773 	EXP 	cross_tr_2: autoDraw = False
26.4773 	EXP 	pa: autoDraw = False
26.4773 	EXP 	ba: autoDraw = False
26.4773 	EXP 	cross_tr_2: autoDraw = True
26.8772 	EXP 	cross_tr_2: autoDraw = False
26.9772 	EXP 	pa: autoDraw = True
26.9772 	EXP 	ba: autoDraw = True
27.0496 	DATA 	Keypress: escape
27.7899 	EXP 	window1: mouseVisible = True
