resp.keys,resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,participant,date,expName,psychopyVersion,OS,frameRate,gotResponse.keys,gotResponse.rt,resp_2.keys,resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_3.keys,key_resp_3.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,resp_3.keys,resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,stim/VC_04.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.784165,2,5,27,3,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.91616,2,6,28,6,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_03.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.635295,2,7,29,2,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_09.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.585835,2,8,30,8,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_01.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.50062,2,9,31,0,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_02.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.500565,2,10,32,1,1,,,,,,,,,,,,,,
,,,,,,,stim/VC_07.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,1.08331,,,,,,3,4.864495,0,0,0,6,1,,,,,,,
,,,,,,,stim/VC_08.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.566465,,,,,,,,0,1,1,7,1,,,,,,,
,,,,,,,stim/VC_05.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.800105,,,,,,,,0,2,2,4,1,,,,,,,
,,,,,,,stim/VC_11.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.800035,,,,,,,,0,3,3,10,1,,,,,,,
,,,,,,,stim/VC_04.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.5309,,,,,,,,0,4,4,3,1,,,,,,,
,,,,,,,stim/VC_10.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.86817,,,,,,,,0,5,5,9,1,,,,,,,
,,,,,,,stim/VC_01.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.516955,,,,,,,,0,6,6,0,1,,,,,,,
,,,,,,,stim/VC_06.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.88341,,,,,,,,0,7,7,5,1,,,,,,,
,,,,,,,stim/VC_09.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.65064,,,,,,,,0,8,8,8,1,,,,,,,
,,,,,,,stim/VC_02.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.52124,,,,,,,,0,9,9,1,1,,,,,,,
,,,,,,,stim/VC_03.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.753265,,,,,,,,0,10,10,2,1,,,,,,,
,,,,,,,stim/VC_06.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.901855,,,,,,,,1,0,11,5,1,,,,,,,
,,,,,,,stim/VC_01.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.666765,,,,,,,,1,1,12,0,1,,,,,,,
,,,,,,,stim/VC_05.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,1.13697,,,,,,,,1,2,13,4,1,,,,,,,
,,,,,,,stim/VC_07.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.63376,,,,,,,,1,3,14,6,1,,,,,,,
,,,,,,,stim/VC_04.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,1.15386,,,,,,,,1,4,15,3,1,,,,,,,
,,,,,,,stim/VC_11.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.73372,,,,,,,,1,5,16,10,1,,,,,,,
,,,,,,,stim/VC_03.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.60945,,,,,,,,1,6,17,2,1,,,,,,,
,,,,,,,stim/VC_10.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.56887,,,,,,,,1,7,18,9,1,,,,,,,
,,,,,,,stim/VC_09.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.61669,,,,,,,,1,8,19,8,1,,,,,,,
,,,,,,,stim/VC_08.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,right,0.58719,,,,,,,,1,9,20,7,1,,,,,,,
,,,,,,,stim/VC_02.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,left,0.600365,,,,,,,,1,10,21,1,1,,,,,,,
,,,,,,,stim2/pa+05.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,2.78304,0,0,0,0,1
,,,,,,,stim2/pa-30.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.115835,0,1,1,15,1
,,,,,,,stim2/pa+50.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.21698,0,2,2,9,1
,,,,,,,stim2/pa-15.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.96957,0,3,3,12,1
,,,,,,,stim2/pa+25.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.69722,0,4,4,4,1
,,,,,,,stim2/pa+45.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.750775,0,5,5,8,1
,,,,,,,stim2/pa+40.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,left,1.32064,0,6,6,7,1
,,,,,,,stim2/pa+15.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,left,0.800295,0,7,7,2,1
,,,,,,,stim2/pa+10.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,left,0.941325,0,8,8,1,1
,,,,,,,stim2/pa+20.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.83396,0,9,9,3,1
,,,,,,,stim2/pa-10.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.63245,0,10,10,11,1
,,,,,,,stim2/pa-35.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.53531,0,11,11,16,1
,,,,,,,stim2/pa-25.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.66992,0,12,12,14,1
,,,,,,,stim2/pa-05.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.468115,0,13,13,10,1
,,,,,,,stim2/pa+35.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,2.000805,0,14,14,6,1
,,,,,,,stim2/pa+30.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,2.962535,0,15,15,5,1
,,,,,,,stim2/pa-20.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.74726,0,16,16,13,1
,,,,,,,stim2/pa+50.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.54719,1,0,17,9,1
,,,,,,,stim2/pa+15.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.199785,1,1,18,2,1
,,,,,,,stim2/pa-05.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.637805,1,2,19,10,1
,,,,,,,stim2/pa-10.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.933265,1,3,20,11,1
,,,,,,,stim2/pa+35.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.719305,1,4,21,6,1
,,,,,,,stim2/pa+40.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.83748,1,5,22,7,1
,,,,,,,stim2/pa+25.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.02372,1,6,23,4,1
,,,,,,,stim2/pa+20.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.450535,1,7,24,3,1
,,,,,,,stim2/pa-35.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.555915,1,8,25,16,1
,,,,,,,stim2/pa+30.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.70459,1,9,26,5,1
,,,,,,,stim2/pa-25.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.715955,1,10,27,14,1
,,,,,,,stim2/pa-30.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.98287,1,11,28,15,1
,,,,,,,stim2/pa-20.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.78532,1,12,29,13,1
,,,,,,,stim2/pa+45.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.682715,1,13,30,8,1
,,,,,,,stim2/pa-15.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.819905,1,14,31,12,1
,,,,,,,stim2/pa+05.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,1.01975,1,15,32,0,1
,,,,,,,stim2/pa+10.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.92107,1,16,33,1,1
,,,,,,,stim2/pa-30.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.89949,2,0,34,15,1
,,,,,,,stim2/pa+40.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.949755,2,1,35,7,1
,,,,,,,stim2/pa+10.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,left,0.53675,2,2,36,1,1
,,,,,,,stim2/pa+30.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,left,0.59678,2,3,37,5,1
,,,,,,,stim2/pa+50.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.465575,2,4,38,9,1
,,,,,,,stim2/pa+45.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.599735,2,5,39,8,1
,,,,,,,stim2/pa+05.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.46629,2,6,40,0,1
,,,,,,,stim2/pa-05.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.9171,2,7,41,10,1
,,,,,,,stim2/pa-20.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.631245,2,8,42,13,1
,,,,,,,stim2/pa+15.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.616035,2,9,43,2,1
,,,,,,,stim2/pa-25.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.5858,2,10,44,14,1
,,,,,,,stim2/pa-35.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.816645,2,11,45,16,1
,,,,,,,stim2/pa+35.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.766425,2,12,46,6,1
,,,,,,,stim2/pa+25.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.666235,2,13,47,4,1
,,,,,,,stim2/pa-10.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.587005,2,14,48,11,1
,,,,,,,stim2/pa-15.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.516805,2,15,49,12,1
,,,,,,,stim2/pa+20.wav,5c8be0dd542fbd0016924f5f,2021-01-04_08h10.26.584,Hungarian_step4,2020.2.3,MacIntel,60,,,,,,,,,,,,,,,,,right,0.56734,2,16,50,3,1
