trials_practice1.thisRepN,trials_practice1.thisTrialN,trials_practice1.thisN,trials_practice1.thisIndex,trials_practice1.ran,trials_practice1.order,stim_35,participant,session,date,expName,psychopyVersion,frameRate,trials_practice2.thisRepN,trials_practice2.thisTrialN,trials_practice2.thisN,trials_practice2.thisIndex,trials_practice2.ran,trials_practice2.order,key_resp_trial.keys,key_resp_trial.rt,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,trials_loop.ran,trials_loop.order
,,,,,,stimuli_35/pa+05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.916,10,0,140,7,1,139
,,,,,,stimuli_35/pa+25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.897,10,0,140,11,1,139
,,,,,,stimuli_35/pa-35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,1.33,10,0,140,0,1,139
,,,,,,stimuli_35/pa+15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.78,10,0,140,9,1,139
,,,,,,stimuli_35/pa-10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,1.164,10,0,140,5,1,139
,,,,,,stimuli_35/pa-20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.795,10,0,140,3,1,139
,,,,,,stimuli_35/pa-15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.779,10,0,140,4,1,139
,,,,,,stimuli_35/pa-25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.675,10,0,140,2,1,139
,,,,,,stimuli_35/pa-10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.763,10,0,140,5,1,139
,,,,,,stimuli_35/pa-15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.782,10,0,140,4,1,139
,,,,,,stimuli_35/pa-30.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.729,10,0,140,1,1,139
,,,,,,stimuli_35/pa-35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.681,10,0,140,0,1,139
,,,,,,stimuli_35/pa+35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.696,10,0,140,13,1,139
,,,,,,stimuli_35/pa-25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.764,10,0,140,2,1,139
,,,,,,stimuli_35/pa+05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.564,10,0,140,7,1,139
,,,,,,stimuli_35/pa+30.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.715,10,0,140,12,1,139
,,,,,,stimuli_35/pa+20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.666,10,0,140,10,1,139
,,,,,,stimuli_35/pa+15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.615,10,0,140,9,1,139
,,,,,,stimuli_35/pa-05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.666,10,0,140,6,1,139
,,,,,,stimuli_35/pa+10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.73,10,0,140,8,1,139
,,,,,,stimuli_35/pa-20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,1.114,10,0,140,3,1,139
,,,,,,stimuli_35/pa+25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.614,10,0,140,11,1,139
,,,,,,stimuli_35/pa-05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.925,10,0,140,6,1,139
,,,,,,stimuli_35/pa-20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.714,10,0,140,3,1,139
,,,,,,stimuli_35/pa-35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.962,10,0,140,0,1,139
,,,,,,stimuli_35/pa-30.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.714,10,0,140,1,1,139
,,,,,,stimuli_35/pa+30.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.73,10,0,140,12,1,139
,,,,,,stimuli_35/pa+20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.765,10,0,140,10,1,139
,,,,,,stimuli_35/pa+10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.631,10,0,140,8,1,139
,,,,,,stimuli_35/pa-25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.714,10,0,140,2,1,139
,,,,,,stimuli_35/pa-10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.829,10,0,140,5,1,139
,,,,,,stimuli_35/pa+05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.764,10,0,140,7,1,139
,,,,,,stimuli_35/pa+15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.647,10,0,140,9,1,139
,,,,,,stimuli_35/pa-15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.665,10,0,140,4,1,139
,,,,,,stimuli_35/pa+25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.765,10,0,140,11,1,139
,,,,,,stimuli_35/pa+35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.599,10,0,140,13,1,139
,,,,,,stimuli_35/pa+05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.633,10,0,140,7,1,139
,,,,,,stimuli_35/pa-25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.697,10,0,140,2,1,139
,,,,,,stimuli_35/pa-35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.597,10,0,140,0,1,139
,,,,,,stimuli_35/pa-15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.648,10,0,140,4,1,139
,,,,,,stimuli_35/pa+20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.564,10,0,140,10,1,139
,,,,,,stimuli_35/pa+10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.76,10,0,140,8,1,139
,,,,,,stimuli_35/pa+25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,1.129,10,0,140,11,1,139
,,,,,,stimuli_35/pa-30.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.76,10,0,140,1,1,139
,,,,,,stimuli_35/pa-05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.896,10,0,140,6,1,139
,,,,,,stimuli_35/pa-10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.697,10,0,140,5,1,139
,,,,,,stimuli_35/pa+35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.583,10,0,140,13,1,139
,,,,,,stimuli_35/pa+30.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.697,10,0,140,12,1,139
,,,,,,stimuli_35/pa+15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.58,10,0,140,9,1,139
,,,,,,stimuli_35/pa-20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.766,10,0,140,3,1,139
,,,,,,stimuli_35/pa-30.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.675,10,0,140,1,1,139
,,,,,,stimuli_35/pa+30.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,1.182,10,0,140,12,1,139
,,,,,,stimuli_35/pa+10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.547,10,0,140,8,1,139
,,,,,,stimuli_35/pa-15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.697,10,0,140,4,1,139
,,,,,,stimuli_35/pa+20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.58,10,0,140,10,1,139
,,,,,,stimuli_35/pa-20.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.565,10,0,140,3,1,139
,,,,,,stimuli_35/pa+05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.545,10,0,140,7,1,139
,,,,,,stimuli_35/pa+15.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.547,10,0,140,9,1,139
,,,,,,stimuli_35/pa-35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,0.647,10,0,140,0,1,139
,,,,,,stimuli_35/pa-05.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.631,10,0,140,6,1,139
,,,,,,stimuli_35/pa+25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,1.381,10,0,140,11,1,139
,,,,,,stimuli_35/pa-25.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,1.097,10,0,140,2,1,139
,,,,,,stimuli_35/pa-10.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,left,1.198,10,0,140,5,1,139
,,,,,,stimuli_35/pa+35.wav,100,1,2019-03-28_11h37.55.627,2afc,3.0.6,60,,,,,,,right,0.814,10,0,140,13,1,139
