0.8857 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
13.0604 	WARNING 	Keypress was given unknown key code (176)
14.1775 	WARNING 	Got keycode {} but that code isn't yet known
14.1775 	WARNING 	Keypress was given unknown key code (176)
15.1855 	EXP 	New trial (rep=0, index=4): OrderedDict([('stimuli', 'stim2/pa-05.wav')])
15.1939 	DATA 	Keypress: left
15.1979 	EXP 	cross_tr_2: autoDraw = False
15.1979 	EXP 	eefree_p_2: autoDraw = False
15.1979 	EXP 	offree_practice_2: autoDraw = False
15.1979 	EXP 	cross_tr_2: autoDraw = True
15.6087 	EXP 	cross_tr_2: autoDraw = False
15.6923 	EXP 	eefree_p_2: autoDraw = True
15.6923 	EXP 	offree_practice_2: autoDraw = True
16.4141 	DATA 	Keypress: escape
16.6965 	EXP 	window1: mouseVisible = True
